organization_id,organization_size,industry,number_of_employees,number_of_endpoints,number_of_servers,cloud_usage_percentage,remote_worker_percentage,critical_asset_count,mfa_coverage,privileged_account_mfa,privileged_access_management,password_policy_score,access_review_frequency_days,least_privilege_enforced,sso_adoption_percentage,asset_inventory_coverage,asset_discovery_frequency_days,data_classification_implemented,critical_asset_identification,endpoint_protection_coverage,firewall_deployment,network_segmentation,encryption_at_rest,encryption_in_transit,security_awareness_training,secure_configuration_baselines,vulnerability_scanning_frequency_days,patch_frequency_days,average_patch_delay,critical_vulnerability_remediation_time,penetration_testing_frequency_months,siem_deployed,soc_coverage_hours,security_monitoring,edr_coverage,automated_alerting,log_retention_days,incident_response_plan,incident_response_testing,dedicated_ir_team,mean_time_to_detect,mean_time_to_respond,backup_frequency_hours,offline_backup,backup_testing_frequency_months,disaster_recovery_plan,recovery_time_objective_hours,recovery_point_objective_hours,vendor_risk_management,third_party_access_controls,supply_chain_monitoring,previous_incidents_count,previous_data_breach,ransomware_history,data_source,risk_score,risk_level,baseline_score
ORG-00598,medium,government,1783,2850,320,49.2,1.5,66,9.3,False,False,2,173,True,0.0,27.0,77,False,False,18.4,True,False,0.0,37.6,False,False,85,61,67,31,12,False,16,True,8.0,False,83,False,False,False,177.0,90.0,72,False,3,False,67.0,24.0,False,False,False,1,False,False,SYNTHETIC,94.7,Critical,84.7
ORG-00599,large,government,11058,26667,4319,45.6,25.6,865,67.9,True,True,4,70,True,100.0,79.7,17,True,True,87.9,True,False,66.5,88.2,True,False,35,3,26,2,6,True,24,True,81.2,False,242,True,True,True,53.0,3.0,168,True,0,True,17.0,11.0,True,True,True,0,False,False,SYNTHETIC,16.0,Low,15.9
ORG-00600,large,energy,13208,32479,3526,87.5,5.0,706,64.3,True,True,5,64,True,75.9,74.0,18,True,True,77.6,True,True,53.6,90.9,True,False,22,24,2,4,12,True,24,True,64.9,True,359,True,True,True,31.0,17.0,12,True,6,True,18.0,7.0,True,True,True,2,True,False,SYNTHETIC,14.5,Low,12.8
ORG-00601,medium,government,1511,1826,107,36.0,31.2,23,51.1,False,False,3,147,True,22.0,62.8,27,True,True,51.5,True,False,35.3,74.8,True,True,65,45,64,18,0,False,8,True,45.7,False,192,True,False,False,100.0,79.0,1,True,0,True,56.0,26.0,True,True,True,1,False,False,SYNTHETIC,49.1,Moderate,48.5
ORG-00602,small,government,59,80,2,62.4,11.4,2,82.4,True,True,4,84,True,53.3,62.8,36,True,True,73.6,True,True,50.0,67.4,True,True,39,20,6,8,12,False,0,False,62.2,False,310,False,False,False,75.0,20.0,6,True,1,True,30.0,10.0,False,True,False,0,False,False,SYNTHETIC,32.1,Moderate,30.9
ORG-00603,medium,finance,1399,2490,128,19.9,32.1,28,67.5,True,True,4,103,False,67.4,71.8,28,False,True,75.2,True,True,50.5,71.7,True,True,32,17,33,12,24,True,8,True,62.3,True,237,False,False,False,84.0,12.0,24,False,6,False,33.0,4.0,True,True,False,0,False,True,SYNTHETIC,42.5,Moderate,41.8
ORG-00604,small,technology,21,27,1,98.3,41.0,1,13.0,False,False,2,189,False,34.7,20.0,61,False,False,14.4,False,False,19.9,23.9,False,False,100,59,69,36,12,False,0,False,8.1,False,116,False,False,False,211.0,101.0,12,False,12,False,73.0,15.0,False,True,False,3,True,False,SYNTHETIC,100.0,Critical,89.8
ORG-00605,medium,technology,256,323,24,60.6,11.7,8,48.5,True,True,4,107,False,56.9,50.0,40,False,True,55.6,True,True,42.8,52.9,True,True,49,36,39,24,24,True,16,True,57.4,True,211,True,True,False,72.0,68.0,12,True,6,True,45.0,12.0,True,False,True,3,False,False,SYNTHETIC,36.8,Moderate,37.8
ORG-00606,small,finance,10,12,1,57.7,73.8,6,38.0,False,False,3,116,False,63.7,47.0,28,False,True,51.2,True,True,50.0,73.6,True,True,46,38,40,18,12,False,0,False,64.6,False,220,True,False,False,121.0,23.0,6,True,3,True,33.0,15.0,True,True,False,1,False,False,SYNTHETIC,46.2,Moderate,47.2
ORG-00607,small,finance,22,25,1,61.4,26.1,1,45.8,False,False,2,105,True,52.7,40.3,36,False,True,52.1,True,False,39.7,54.5,False,True,44,33,36,19,0,False,0,False,47.7,False,241,False,False,False,77.0,45.0,6,True,0,True,39.0,20.0,True,True,False,2,False,False,SYNTHETIC,54.8,High,52.8
ORG-00608,small,energy,12,15,1,64.5,54.4,1,54.6,False,False,3,136,True,74.6,38.4,45,True,True,58.6,True,False,40.8,43.1,False,True,64,45,46,19,12,False,0,False,27.4,False,195,True,True,True,173.0,78.0,24,True,6,False,35.0,13.0,False,False,False,1,True,False,SYNTHETIC,60.6,High,59.2
ORG-00609,medium,education,667,915,94,63.1,45.1,19,24.1,False,False,2,115,False,33.4,37.7,34,True,True,62.9,True,True,26.3,47.5,True,True,70,44,49,20,12,False,8,True,42.7,False,196,True,True,True,126.0,80.0,6,True,0,True,56.0,14.0,True,False,True,1,False,False,SYNTHETIC,50.9,High,51.0
ORG-00610,small,government,32,45,1,79.0,54.3,4,49.5,False,False,2,129,True,35.6,22.8,48,True,True,57.5,False,True,49.1,35.7,False,False,49,41,47,23,0,True,0,True,9.3,True,159,True,False,False,122.0,85.0,6,True,6,False,47.0,15.0,False,True,False,1,True,False,SYNTHETIC,57.4,High,56.2
ORG-00611,medium,finance,543,787,48,76.5,21.0,11,40.9,False,False,2,128,False,27.4,49.9,46,False,False,57.6,False,True,28.3,51.9,True,False,34,34,49,11,0,False,0,False,57.5,False,146,False,False,True,59.0,40.0,168,False,12,True,42.0,11.0,True,True,False,1,False,True,SYNTHETIC,57.1,High,57.8
ORG-00612,small,government,38,54,4,59.1,75.8,1,44.9,False,False,2,154,True,12.1,27.9,54,False,True,37.3,False,True,24.5,10.6,False,True,61,60,76,30,0,False,8,True,49.2,False,82,False,False,False,186.0,78.0,1,False,6,False,43.0,20.0,False,False,True,2,False,False,SYNTHETIC,70.8,High,72.1
ORG-00613,small,technology,10,10,1,100.0,57.0,1,15.4,False,False,2,137,False,11.6,20.0,62,True,True,39.8,True,False,9.7,45.5,False,False,78,44,78,30,6,True,0,True,20.0,True,106,False,False,False,134.0,77.0,6,True,12,True,66.0,17.0,False,False,True,4,False,False,SYNTHETIC,77.6,Critical,72.3
ORG-00614,small,retail,35,42,3,18.1,0.1,1,43.4,True,True,4,119,False,52.7,61.6,32,False,True,73.5,True,True,29.6,50.9,True,False,43,26,43,23,0,False,0,False,55.0,False,304,True,True,True,97.0,53.0,12,False,12,True,30.0,15.0,True,True,False,0,False,False,SYNTHETIC,47.8,Moderate,45.8
ORG-00615,small,manufacturing,58,60,4,56.6,53.4,4,10.0,False,False,2,171,True,11.3,20.0,69,True,False,31.5,True,True,47.1,21.1,False,False,84,53,38,31,12,True,16,True,31.3,True,70,False,False,False,126.0,81.0,24,False,6,False,55.0,24.0,False,False,False,2,True,True,SYNTHETIC,77.1,Critical,73.1
ORG-00616,large,manufacturing,27313,63823,7791,55.4,20.1,1559,18.5,False,False,3,170,False,11.0,51.9,55,False,False,41.5,True,True,46.2,43.5,False,False,68,39,62,25,12,True,16,True,31.1,True,191,False,False,False,105.0,61.0,12,False,0,False,49.0,0.5,False,True,False,4,False,False,SYNTHETIC,74.3,High,68.4
ORG-00617,large,government,15594,34887,3373,69.6,50.0,675,74.7,True,True,3,99,True,66.3,78.0,15,True,True,84.9,True,False,58.3,66.2,True,False,42,9,34,13,12,True,16,True,99.2,True,299,True,False,False,55.0,23.0,12,True,12,True,7.0,12.0,True,True,True,2,False,False,SYNTHETIC,25.8,Moderate,26.6
ORG-00618,small,manufacturing,55,74,5,47.3,55.0,4,13.4,False,False,1,207,True,0.0,22.7,59,False,True,17.4,True,False,64.2,42.5,False,False,76,48,66,27,12,True,0,True,6.2,True,84,False,False,False,176.0,119.0,6,False,6,False,60.0,24.0,False,False,False,4,False,False,SYNTHETIC,92.6,Critical,81.5
ORG-00619,large,technology,16492,40163,3402,37.8,45.4,685,36.7,False,False,3,94,False,17.3,32.1,33,False,False,55.7,True,True,21.5,68.5,False,True,64,46,32,21,12,False,24,True,38.2,False,208,False,False,True,128.0,49.0,24,False,3,False,49.0,15.0,False,False,False,3,False,False,SYNTHETIC,67.2,High,65.7
ORG-00620,large,government,14282,25044,2599,79.6,43.3,520,94.5,True,True,4,49,True,91.3,84.2,31,True,True,84.2,True,True,97.5,96.8,True,True,36,24,15,1,6,True,24,True,61.3,False,312,True,True,True,14.0,12.0,12,True,6,True,24.0,4.0,True,True,False,2,False,False,SYNTHETIC,14.0,Low,11.8
ORG-00621,medium,healthcare,642,862,76,49.1,5.7,18,84.9,True,True,5,94,True,56.9,65.9,12,True,True,94.5,True,True,55.2,71.5,True,False,10,16,33,10,6,True,8,True,76.7,True,350,True,False,True,24.0,26.0,72,True,6,True,19.0,3.0,True,True,True,0,False,False,SYNTHETIC,16.2,Low,16.8
ORG-00622,medium,retail,257,319,34,68.8,12.7,7,40.9,False,False,2,121,False,41.3,48.3,46,True,True,44.1,True,False,32.0,58.4,True,False,61,47,44,14,12,False,0,False,29.2,False,201,True,True,False,101.0,43.0,24,True,12,True,41.0,11.0,True,True,False,0,False,False,SYNTHETIC,54.6,High,55.1
ORG-00623,medium,technology,402,513,47,56.5,48.5,12,29.6,False,True,3,126,True,40.0,46.9,32,True,False,47.0,True,True,52.8,61.1,False,True,27,39,46,22,24,True,8,True,36.5,True,238,False,False,True,123.0,54.0,6,False,3,False,49.0,13.0,False,False,True,2,False,False,SYNTHETIC,58.9,High,58.9
ORG-00624,medium,technology,518,880,73,40.2,3.7,17,61.1,False,False,2,110,True,46.5,55.4,40,True,True,45.6,True,False,54.7,64.0,True,False,32,44,43,20,12,False,24,True,33.4,False,219,False,False,False,123.0,50.0,72,True,6,True,41.0,15.0,False,False,True,0,False,False,SYNTHETIC,51.5,High,53.0
ORG-00625,medium,technology,225,365,27,95.0,53.3,9,52.0,True,True,3,129,True,23.4,37.1,29,True,True,60.9,True,True,48.3,68.7,True,False,54,30,50,15,12,True,8,True,50.2,True,307,True,True,True,92.0,35.0,6,False,3,False,45.0,14.0,True,False,True,0,False,False,SYNTHETIC,40.9,Moderate,40.4
ORG-00626,medium,education,1129,1382,105,66.3,77.0,23,12.8,False,False,3,113,False,14.1,40.0,51,False,False,44.4,True,True,19.4,46.3,False,True,69,48,55,26,12,False,8,True,33.6,False,163,True,False,True,111.0,85.0,12,False,6,True,42.0,18.0,False,False,True,0,False,False,SYNTHETIC,77.5,Critical,70.4
ORG-00627,small,retail,93,97,5,65.4,38.9,4,17.3,False,False,2,155,False,26.1,36.5,50,False,False,26.4,True,True,11.1,31.6,False,False,79,39,74,31,0,False,0,False,44.3,False,151,False,False,False,138.0,95.0,72,False,3,True,55.0,19.0,True,False,True,3,False,False,SYNTHETIC,79.6,Critical,74.4
ORG-00628,medium,finance,989,1690,131,33.2,70.9,28,34.6,False,False,3,107,True,31.2,33.9,39,False,False,60.2,True,False,45.6,57.7,False,True,50,45,57,25,12,False,8,True,39.4,False,194,True,False,False,102.0,57.0,24,True,6,True,35.0,18.0,False,True,False,0,False,False,SYNTHETIC,60.0,High,60.1
ORG-00629,medium,finance,565,1008,64,68.2,56.6,14,79.0,True,True,5,110,False,74.2,62.3,24,False,True,60.5,True,False,88.2,69.9,True,True,38,19,21,9,12,False,8,True,59.3,False,271,False,False,True,67.0,35.0,72,True,0,False,33.0,9.0,False,True,False,0,False,False,SYNTHETIC,37.7,Moderate,38.5
ORG-00630,small,energy,41,58,2,84.6,44.9,6,75.9,True,True,5,75,True,42.5,82.9,16,True,True,84.3,True,False,71.0,81.3,True,True,13,19,22,1,24,True,0,True,53.1,False,324,True,True,False,25.0,21.0,24,True,3,True,6.0,7.0,True,True,False,1,False,False,SYNTHETIC,23.7,Low,23.2
ORG-00631,small,energy,30,31,1,48.6,44.9,1,16.1,False,False,2,152,False,10.3,20.0,62,False,False,57.7,True,True,35.0,35.6,True,False,71,40,61,23,0,False,8,True,10.7,False,145,False,False,False,172.0,103.0,12,False,12,False,40.0,14.0,False,True,False,2,False,False,SYNTHETIC,86.9,Critical,76.3
ORG-00632,small,technology,66,89,5,76.3,57.7,7,14.2,False,False,3,181,True,36.1,22.7,47,True,False,31.0,True,False,3.3,24.2,True,False,85,63,43,36,12,False,0,False,25.8,False,102,True,False,False,132.0,66.0,6,False,12,True,72.0,15.0,True,False,False,3,True,False,SYNTHETIC,79.2,Critical,74.1
ORG-00633,medium,finance,266,471,42,62.5,46.9,11,92.6,True,True,4,71,True,83.4,77.2,16,True,True,67.2,True,True,86.8,84.1,True,True,15,21,17,8,6,True,0,True,76.3,True,307,True,True,True,34.0,19.0,1,True,6,True,17.0,3.0,True,True,False,0,False,False,SYNTHETIC,16.5,Low,16.3
ORG-00634,medium,energy,605,1043,113,84.7,7.3,23,59.8,True,True,4,93,False,52.2,64.0,18,True,True,55.7,True,False,64.1,42.6,True,True,43,22,42,4,12,True,8,True,59.5,True,228,False,False,False,91.0,40.0,12,False,6,True,28.0,10.0,True,True,False,3,True,False,SYNTHETIC,41.4,Moderate,43.9
ORG-00635,medium,finance,1490,2103,133,63.5,0.0,31,33.0,True,True,4,74,False,25.6,60.6,31,False,True,59.0,True,False,9.3,51.6,False,False,51,40,50,22,0,True,8,True,38.5,True,179,False,False,False,126.0,47.0,6,False,3,False,32.0,9.0,True,False,False,3,True,False,SYNTHETIC,60.1,High,58.9
ORG-00636,medium,healthcare,331,505,57,30.8,25.5,14,62.8,True,True,4,103,False,77.6,49.3,19,True,True,84.7,True,True,83.6,84.2,True,False,52,35,47,16,0,False,0,False,80.6,False,327,True,True,True,78.0,34.0,1,False,3,False,31.0,5.0,True,True,True,1,False,True,SYNTHETIC,41.9,Moderate,39.1
ORG-00637,large,government,7890,12682,1271,57.5,49.9,254,30.6,False,False,2,156,True,33.8,32.1,63,False,True,40.0,True,False,47.2,43.4,False,True,79,48,57,19,12,True,24,True,10.9,True,171,False,False,False,129.0,62.0,24,False,12,True,39.0,21.0,False,False,True,3,True,True,SYNTHETIC,75.2,Critical,68.5
ORG-00638,large,retail,3757,6472,1143,67.3,43.9,233,37.4,False,True,4,133,True,12.4,49.6,44,True,False,67.9,True,False,13.4,53.4,False,False,49,49,42,23,12,False,8,True,61.5,False,102,True,True,True,107.0,56.0,12,True,6,False,30.0,6.0,False,True,True,3,True,False,SYNTHETIC,51.2,High,50.7
ORG-00639,small,retail,17,17,1,65.6,62.0,5,72.4,True,True,3,84,True,52.6,76.1,15,True,True,66.3,True,True,49.5,71.6,True,True,34,16,32,17,6,True,16,True,51.0,True,283,True,True,False,78.0,21.0,24,True,6,True,21.0,9.0,True,True,True,0,False,False,SYNTHETIC,27.3,Moderate,24.4
ORG-00640,small,government,35,38,2,42.3,18.5,2,74.8,True,True,3,53,True,80.1,64.4,13,True,True,58.4,True,True,57.5,72.0,True,True,39,12,41,7,6,False,16,True,77.6,False,275,True,True,False,71.0,23.0,6,True,6,True,27.0,9.0,True,True,True,1,False,False,SYNTHETIC,24.0,Low,25.7
ORG-00641,medium,manufacturing,409,551,28,70.9,32.4,11,12.9,False,False,2,228,False,10.8,20.0,45,False,False,19.1,True,False,3.0,22.5,False,False,93,65,39,33,0,False,16,True,0.0,False,68,False,False,False,213.0,126.0,6,False,12,False,70.0,18.0,False,False,False,2,False,False,SYNTHETIC,92.3,Critical,88.1
ORG-00642,small,manufacturing,16,21,1,52.7,12.7,2,35.2,False,False,2,151,False,17.8,23.3,56,True,True,54.1,True,False,17.1,42.3,False,True,48,34,59,19,24,False,0,False,32.1,False,148,False,False,False,115.0,94.0,12,True,12,False,50.0,21.0,False,False,True,4,True,False,SYNTHETIC,71.6,High,73.5
ORG-00643,small,manufacturing,167,229,17,48.7,26.9,5,0.0,False,False,1,238,False,14.2,20.0,57,False,False,10.0,True,False,9.1,19.8,False,False,105,65,75,37,12,False,0,False,4.9,False,42,False,False,False,208.0,102.0,12,False,1,False,73.0,20.0,False,False,False,5,False,False,SYNTHETIC,100.0,Critical,92.7
ORG-00644,medium,education,843,1281,101,40.9,48.0,24,47.2,False,False,2,124,True,2.3,34.2,41,False,True,39.9,False,True,36.8,37.7,False,False,56,38,40,21,24,True,8,True,37.5,False,177,True,False,False,151.0,85.0,12,False,3,True,46.0,21.0,True,True,False,4,False,True,SYNTHETIC,56.6,High,56.2
ORG-00645,small,government,74,105,4,18.3,32.7,2,68.0,False,False,5,88,True,87.2,62.0,25,True,False,80.4,True,True,76.3,69.6,True,False,19,20,29,9,0,False,0,False,98.9,False,323,True,False,False,43.0,23.0,12,True,12,True,7.0,9.0,True,True,False,1,False,False,SYNTHETIC,35.3,Moderate,33.7
ORG-00646,small,energy,38,40,1,58.9,95.1,3,49.3,False,False,3,137,True,45.0,31.4,51,True,True,46.5,True,False,26.4,50.5,False,False,60,53,56,29,12,False,8,True,0.0,False,191,True,False,True,131.0,78.0,12,True,3,True,50.0,9.0,False,False,False,2,False,False,SYNTHETIC,64.2,High,62.2
ORG-00647,small,government,52,72,4,60.1,0.0,6,0.0,False,False,2,194,False,15.5,20.0,53,False,False,18.8,True,False,0.5,32.2,False,False,86,50,77,54,0,False,0,False,0.0,False,31,True,False,False,194.0,122.0,6,False,6,False,65.0,21.0,False,False,False,1,False,False,SYNTHETIC,100.0,Critical,89.4
ORG-00648,medium,technology,558,746,65,44.5,16.4,16,14.0,False,False,2,173,False,30.0,30.4,48,False,False,27.9,True,True,20.0,41.3,False,True,72,48,49,30,12,True,8,True,38.5,True,104,False,False,True,152.0,89.0,12,False,3,False,63.0,19.0,False,False,False,0,False,False,SYNTHETIC,79.4,Critical,73.7
ORG-00649,small,technology,104,109,2,65.6,32.6,2,46.9,False,False,3,76,True,54.1,78.3,30,False,True,72.5,True,True,56.6,69.8,True,True,18,13,32,16,24,True,8,True,52.7,False,264,True,False,False,83.0,42.0,72,True,3,True,24.0,11.0,False,True,False,2,False,False,SYNTHETIC,39.9,Moderate,39.1
ORG-00650,medium,healthcare,773,1071,56,60.4,30.6,12,78.7,True,True,4,57,True,67.3,67.0,11,True,True,82.2,True,True,69.9,89.9,True,False,31,16,48,10,24,True,16,True,55.9,True,275,True,True,True,50.0,12.0,24,True,6,True,24.0,5.0,True,False,True,0,False,False,SYNTHETIC,24.8,Low,23.8
ORG-00651,small,retail,6,8,1,74.8,7.7,6,65.6,False,False,3,98,True,59.9,43.4,34,True,True,55.0,True,False,73.4,52.3,False,True,67,38,43,11,12,False,0,False,55.4,False,197,False,False,False,116.0,70.0,6,True,12,True,29.0,16.0,True,False,False,3,False,False,SYNTHETIC,54.7,High,54.9
ORG-00652,small,government,23,30,2,72.5,15.9,1,39.0,False,False,3,126,False,50.0,52.2,33,True,True,53.9,False,True,31.9,56.5,True,False,46,40,16,28,6,False,0,False,63.9,False,185,True,False,False,90.0,84.0,24,False,3,False,47.0,12.0,True,False,False,1,True,True,SYNTHETIC,55.1,High,58.3
ORG-00653,small,healthcare,19,26,1,58.1,31.8,2,59.9,True,True,4,109,True,57.6,64.4,29,False,True,68.3,True,True,55.4,78.1,True,True,54,32,35,16,12,True,0,True,66.6,True,287,True,True,False,62.0,29.0,24,False,6,True,30.0,17.0,False,True,True,2,False,False,SYNTHETIC,35.0,Moderate,36.9
ORG-00654,medium,manufacturing,381,581,41,54.0,27.0,10,27.6,False,False,2,124,False,40.9,20.0,52,True,False,51.6,True,True,2.8,49.2,False,False,69,39,51,33,12,True,8,True,22.6,True,200,True,True,False,131.0,101.0,24,True,1,False,50.0,16.0,False,False,False,1,False,False,SYNTHETIC,62.2,High,63.8
ORG-00655,small,energy,212,290,15,34.3,3.7,5,38.7,False,False,3,94,False,18.8,28.2,42,False,False,42.0,True,False,25.7,55.3,True,True,81,59,62,27,6,False,16,True,48.0,False,150,True,False,False,137.0,102.0,12,False,6,False,67.0,18.0,False,True,False,3,True,False,SYNTHETIC,73.0,High,72.4
ORG-00656,large,technology,11757,27833,2425,76.3,16.9,487,20.8,False,False,2,155,True,10.9,38.6,52,False,False,29.7,False,False,37.0,24.8,False,False,67,53,53,27,6,True,16,True,20.0,True,125,False,False,False,137.0,72.0,72,True,6,True,46.0,19.0,True,False,True,4,True,False,SYNTHETIC,62.5,High,61.6
ORG-00657,small,energy,46,67,3,68.1,64.0,3,32.9,False,False,2,148,False,31.9,20.0,43,False,True,44.8,True,False,45.4,13.6,True,False,77,57,60,32,0,False,0,False,38.8,False,174,False,False,False,153.0,63.0,12,False,3,False,59.0,15.0,False,False,False,0,False,False,SYNTHETIC,80.9,Critical,78.5
ORG-00658,medium,healthcare,2119,2915,259,30.8,29.0,51,68.7,True,True,4,99,False,40.9,85.9,29,True,True,56.6,True,True,68.3,84.9,True,False,40,15,15,11,12,True,0,True,65.9,True,323,True,True,False,66.0,33.0,24,True,6,True,36.0,3.0,True,False,True,0,False,False,SYNTHETIC,26.8,Moderate,28.2
ORG-00659,large,government,9296,19598,2058,95.0,27.9,413,71.6,False,False,3,82,True,53.3,76.7,14,True,True,71.1,True,True,45.9,85.8,True,False,33,27,20,6,12,True,24,True,55.7,True,265,False,False,True,89.0,53.0,6,False,12,True,22.0,6.0,True,True,True,1,False,False,SYNTHETIC,37.0,Moderate,36.5
ORG-00660,medium,energy,1058,1780,137,64.6,55.0,31,91.5,True,True,3,75,True,75.3,73.4,24,True,True,86.8,True,True,71.4,77.2,True,True,27,31,30,15,24,True,8,True,82.3,True,317,True,True,True,1.0,23.0,12,True,3,True,17.0,4.0,True,True,False,0,False,False,SYNTHETIC,20.2,Low,19.4
ORG-00661,small,energy,21,29,1,52.7,14.9,1,25.8,False,False,2,152,False,62.9,37.3,43,False,True,34.6,True,True,32.3,55.1,False,False,73,38,69,28,12,True,0,True,31.6,True,126,True,True,False,159.0,94.0,72,False,6,True,56.0,14.0,True,False,True,4,True,False,SYNTHETIC,67.9,High,66.1
ORG-00662,medium,technology,919,1201,78,35.9,0.0,17,42.0,False,False,3,120,False,44.2,58.6,46,True,False,52.8,True,False,61.1,49.7,True,True,63,36,41,21,6,True,0,True,43.2,True,225,True,False,False,118.0,55.0,12,True,6,True,49.0,16.0,True,True,False,3,False,False,SYNTHETIC,51.2,High,51.5
ORG-00663,small,technology,8,11,1,57.5,76.9,1,20.7,False,False,1,193,False,33.5,20.0,54,False,True,20.9,True,False,38.1,37.7,False,False,93,60,62,28,6,False,0,False,15.0,False,66,False,False,False,169.0,86.0,24,False,3,True,65.0,23.0,True,False,False,2,True,False,SYNTHETIC,87.4,Critical,81.5
ORG-00664,medium,healthcare,1291,1848,147,50.4,59.3,34,85.2,True,True,4,61,True,62.5,80.3,18,True,True,100.0,True,True,85.4,78.2,True,True,23,12,15,1,24,True,0,True,93.5,True,363,True,True,True,20.0,4.0,6,True,12,True,18.0,1.0,True,True,True,0,False,False,SYNTHETIC,13.6,Low,15.1
ORG-00665,small,healthcare,11,14,1,69.5,0.0,2,23.3,False,False,2,156,False,31.8,27.4,66,False,False,42.7,True,False,32.2,42.1,True,False,51,43,71,31,0,False,0,False,16.7,False,151,False,False,False,144.0,86.0,6,True,3,False,47.0,18.0,True,False,False,3,False,False,SYNTHETIC,70.4,High,71.4
ORG-00666,small,technology,34,36,1,47.0,36.7,4,54.7,False,False,3,68,True,68.7,74.2,39,False,True,69.7,True,False,62.0,67.7,True,True,50,20,11,8,12,False,8,True,75.4,False,320,True,False,False,50.0,49.0,12,False,3,False,15.0,6.0,True,True,True,2,False,False,SYNTHETIC,42.1,Moderate,44.9
ORG-00667,medium,manufacturing,686,1123,89,38.2,62.1,19,60.5,True,True,2,134,False,42.1,49.4,36,True,False,44.6,True,True,62.6,44.1,False,False,44,29,35,17,0,True,0,True,36.2,True,208,False,False,True,89.0,64.0,72,True,12,False,48.0,10.0,False,True,False,5,True,False,SYNTHETIC,46.7,Moderate,49.0
ORG-00668,medium,manufacturing,408,672,57,54.3,41.4,13,60.2,False,False,3,97,False,81.4,51.1,24,False,True,52.8,True,False,58.6,75.1,False,True,39,32,43,2,12,True,0,True,37.7,True,224,False,False,False,86.0,53.0,12,True,0,True,36.0,13.0,True,False,True,2,False,False,SYNTHETIC,49.5,Moderate,48.9
ORG-00669,small,manufacturing,31,34,1,52.2,59.4,3,17.8,False,False,1,148,True,25.7,20.0,64,True,False,57.9,True,False,19.5,59.0,False,True,69,56,86,28,0,False,0,False,22.9,False,132,True,False,False,170.0,81.0,12,True,3,False,34.0,21.0,False,False,True,2,False,False,SYNTHETIC,75.0,Critical,70.7
ORG-00670,small,education,35,36,2,76.5,89.9,4,53.0,False,False,3,137,True,53.4,20.0,45,True,False,58.2,False,True,64.4,65.9,False,True,48,34,38,22,6,True,0,True,40.7,True,169,True,False,False,106.0,42.0,72,False,6,True,49.0,13.0,True,False,False,2,True,False,SYNTHETIC,55.8,High,56.2
ORG-00671,small,retail,18,26,1,67.4,37.3,3,47.2,True,True,3,84,False,55.4,62.3,31,True,False,52.5,True,True,44.9,85.5,True,True,58,37,25,18,0,False,0,False,59.9,False,288,True,True,False,93.0,53.0,6,False,6,True,24.0,10.0,False,False,False,0,False,False,SYNTHETIC,49.3,Moderate,50.8
ORG-00672,medium,government,788,1009,107,46.6,6.8,24,20.8,False,False,2,155,True,25.0,38.9,47,False,True,56.8,True,False,35.6,46.4,True,True,70,47,55,28,24,False,8,True,23.1,False,143,False,False,True,160.0,82.0,6,True,12,False,40.0,17.0,False,False,False,1,True,False,SYNTHETIC,69.3,High,69.1
ORG-00673,small,healthcare,260,374,18,36.8,58.6,4,33.4,False,False,2,152,False,39.9,23.6,58,False,True,42.0,True,False,22.9,49.9,False,False,85,49,70,25,12,True,16,True,54.2,True,133,True,True,False,153.0,108.0,24,False,3,False,49.0,21.0,False,True,False,3,False,False,SYNTHETIC,67.6,High,68.6
ORG-00674,medium,energy,307,516,43,26.8,22.7,10,53.1,False,False,3,102,True,41.2,41.6,38,False,True,64.2,True,True,87.7,67.5,True,False,48,32,29,18,0,False,16,True,49.2,False,205,True,False,True,57.0,25.0,12,False,3,True,29.0,3.0,True,True,False,3,False,False,SYNTHETIC,42.2,Moderate,42.8
ORG-00675,small,retail,10,10,1,65.7,0.0,1,74.2,True,True,4,121,False,100.0,52.3,30,False,True,58.6,True,False,48.6,57.9,True,True,43,29,62,19,12,True,0,True,57.1,True,223,False,False,False,74.0,44.0,12,True,12,False,28.0,10.0,True,True,True,0,False,False,SYNTHETIC,45.3,Moderate,44.7
ORG-00676,medium,manufacturing,1092,1549,88,70.9,33.5,17,14.0,False,False,1,216,True,10.0,20.0,56,False,False,21.2,True,False,0.0,10.0,False,False,96,47,75,36,0,False,8,True,0.0,False,32,False,False,True,232.0,125.0,12,False,1,False,79.0,18.0,False,False,False,1,False,False,SYNTHETIC,95.2,Critical,84.7
ORG-00677,medium,retail,783,1123,99,81.1,41.7,22,60.6,True,True,3,100,True,30.6,51.9,26,True,True,50.4,True,True,50.6,52.9,False,True,47,29,36,10,12,False,24,True,28.7,False,259,True,True,False,55.0,53.0,12,False,6,False,33.0,4.0,False,False,True,1,True,False,SYNTHETIC,48.8,Moderate,47.9
ORG-00678,small,energy,28,40,1,25.7,38.1,4,27.0,False,False,1,172,False,0.0,20.0,60,False,True,23.4,True,False,24.3,29.7,False,True,94,56,73,33,6,False,8,True,34.4,False,81,False,False,False,176.0,108.0,1,False,6,False,65.0,22.0,False,False,False,2,True,False,SYNTHETIC,86.0,Critical,85.0
ORG-00679,medium,retail,203,265,27,21.5,22.7,11,70.0,True,True,4,82,True,43.9,72.9,19,True,True,72.1,True,True,69.8,84.1,True,True,45,30,28,11,12,True,8,True,54.0,True,311,True,True,True,83.0,47.0,12,True,6,False,22.0,3.0,False,False,True,1,False,False,SYNTHETIC,29.6,Moderate,28.8
